Nombre_Restaurante,Rating,Cantidad_Reseñas,Precio,Tipo_Cocina,Resena
$1.50 Fresh Pizza,4.3,341,Bajo,"pizza, fast food",If you are in New York make sure to stop... | Nice cheep pizza
Sardi's Restaurant,4.0,2167,Medio,"italian, american, international","I had lasagna, my friends had the shrimp and a pasta dish. | Wonderful pre theatre spot for dinner"
Sarge’s Delicatessen & Diner,4.2,973,Medio,"american, deli, diner",I was able to try 2 different kinds of sandwiches while here. | Pastrami!
Scalini Fedeli,4.6,464,Muy Alto,italian,Excellent upscale Italian restaurant | Great pasta!!
Scarpetta,4.3,934,Muy Alto,italian,Excellent Cuisine Bridging on the Exceptional Despite the Middling Servicing | Stylish Italian
Sea Fire Grill,4.4,1184,Muy Alto,"steakhouse, seafood",The salmon was prepared exactly as requested and was fresh and well executed. | Followed by the sea bass and Dover sole...
Sean's Bar And Kitchen,4.4,509,Medio,irish,solid bar in Manhattan | Good food in the heart of NYC
Semma,4.4,107,Medio,"indian, asian",Dindigul Biryani (goat biryani) was equally delicious and the parothas were f... | ... tender lamb in a dark brown curry r...
Sen Sakana,4.3,182,Medio,"japanese, peruvian, sushi, asian, japanese fusion",Sushi is average and not worth the price. | Everything I enjoyed: Chicken Empanada...
Senza Gluten,4.4,518,Medio,italian,I had seen great reviews about the tiramisu before visiting so had to try it... | Nice spot for gluten-free dining
Serafina,3.9,16,Medio,"italian, bar, pizza, pub",Italian food in a relaxed environment | Lovely breakfast with old friends!
Serafina Broadway,4.0,1820,Medio,"italian, pizza","Returned to Serafina on Broadway five years on from our first visit and so glad... | Good food, nice atmosphere"
Serafina Fabulous Pizza 79th,4.0,384,Medio,"italian, pizza","Our food also arrived promptly, and everything was delicious! Service was also... | Greta choice for quick and tasty lunch."
Serafina Osteria,3.9,151,Medio,italian,"A relatively small restaurant, Serafina offers quick service and comfort food... | Enjoyable Dinner and Service"
Serafina Times Square,4.0,584,Medio,italian,Food was delicious (grilled salmon and branzino fillet).Service was EXCELLENT. | The restaurant Serafina on the ground...
Sergimmo Salumeria,4.5,142,Medio,italian,"Great sandwiches, so many on the menu to choose from. Fresh ingredients, put... | Great home made take out in hells kitchen"
Shanghai 21,4.3,465,Medio,"chinese, asian, shanghai","Szechuan Style Wontons!!! | Come for the Soup Dumplings, Skip the Pork Bun"
Shanghai Cafe,4.1,303,Bajo,"chinese, asian, cantonese, shanghai",Truly the best soup dumplings we have ever had. This place is great - fast... | Always as Good as Before
Shuka,4.4,147,Medio,"lebanese, mediterranean, wine bar, middle eastern","All the dips were amazing, especially whipped feta and pistachio!! | Start with the fried halloumi. Crisp..."
Sicily Osteria,4.8,1617,Medio,"italian, pizza, sicilian","Sicily was a sweet gem!!! Pizza was nummy, Big Apple Dessert was fabulous an... | My rigatoni alla vodka was amazing I lo..."
Sinigual,4.1,451,Medio,"mexican, latin, central american","... combinations choosing from a wide variety of enchiladas, tacos, rellenos. | Great experience"
Sirrah,5.0,3,No disponible,"american, french, bar, contemporary, pub",What a fun night out. | Great experience all around
Skirt Steak,4.4,81,Medio,"american, steakhouse","Unlimited Fries | Good meal, definitely save room for dessert"
Skylight Diner,4.1,903,Bajo,"american, cafe, diner",How I missed this neighborhood gem for so... | Decent food that could be more flavorful
Skyline Gourmet Deli,4.5,110,Bajo,"american, deli",We stayed at the Skyline Hotel (opposite) and were offered discount to use the... | Nice Deli!! Good Bagels!! Great Muffins!!
Slattery's Midtown Pub,4.3,102,Medio,"irish, bar, pub",Great pub! | The prices were very reasonable for...
Smith & Wollensky,4.0,3490,Muy Alto,steakhouse,... and great service the peppercorn sauce and crab cakes were mouthwatering! | Steak great share plate
Smithfield Hall,4.4,143,Medio,"american, bar, pub","What's not to like about the Smithfield? Wall to wall football, great range of... | Really good sports bar"
Smoke Jazz Club,4.2,569,Medio,american,"The service, the food and the music we’re all amazing! Just a wonderful evening! | Then our entrees: the Grilled Salmon fo..."
Soba Totto,4.1,158,Medio,japanese,The variety of high quality menu items (i.e. from yakitori to soba sets with... | A gem in the myriad of Japanese eateries in NYC
Sobaya,4.3,165,Medio,"japanese, asian","The early dinner set menu is a great deal! You get tempura, noodles (soba or... | Authentic Japanese soba & udon restaurant"
Socarrat Paella Bar - Midtown East,3.9,212,Medio,"mediterranean, european, spanish","Everything was absolutely delicious! If you want paella in NYC, this is the... | Cozy Spanish Tapas"
Society Cafe,4.4,78,Medio,"american, bar","As a vegetarian (mostly vegan), I had no problem finding good options on the... | Had an excellent brunch with a large..."
Sofia Wine Bar,4.5,133,Medio,"italian, wine bar",Visited Sophia wine bar. Had a pizza and the meat and cheese plate plus... | The Sangiovese blend that was recommend...
Sogno Toscano Cafe Market & Wine Bar,4.8,32,Medio,"italian, pizza, contemporary, wine bar, tuscan",A gem of Tuscany in NYC | Escape with Espresso!!!
Sombrero Mexican,3.7,606,Medio,mexican,"got the veggie quesadilla and the shrimp fajita, with a couple super sombrero... | Guacamole was very good"
Song E Napule Pizzeria & Trattoria,4.6,472,Medio,"italian, pizza",Pizza five stars.Best quick service and... | Charming little place
Soothr,4.3,45,Medio,"asian, thai","The crab fried rice was also light. The curry was delicious, as well. Our... | 9/10 Hoi Johr Dumpling 7.5/10 Duck roll..."
Souvlaki GR Midtown,4.2,427,Medio,"mediterranean, greek",I recently enjoyed a balanced flavored lamb shank at Souvlaki GR. | Great food - Not for the claustrophobic!
Spanish Diner at Mercado Little Spain,3.8,570,Medio,"mediterranean, spanish, basque",Awesome Spanish Market with Amazing Tapas | ... olives and croquettes with a non al...
Sparks Steak House,4.2,1495,Muy Alto,"steakhouse, seafood",The crab meat & scallops was very tasty and i followed that with the thick ve... | A great steakhouse
Spice Symphony,4.7,2979,Medio,"indian, healthy",Wonderful garlic naan | Great spot!
Spunto NYC Thin Crust Pizza,4.4,111,Medio,"italian, bar, pizza, pub, wine bar",A friend has ordered spuntos pizza for an event and it was delicious! So I was... | Cozy place for Family Pizza Night
Spyglass,4.3,372,Medio,bar,"One side faces the Empire State Building, the other does not but LED screens... | Spyglass visit 2/23"
Square Diner,4.3,260,Bajo,"american, bar, cafe, diner","Yummy pancakes 😊 | We love the Square diner, guaranteed a..."
Squire's Diner,4.3,130,Bajo,"american, diner",We stopped at the Squire Diner during a trip to Manhattan at Christmas time... | My salad had loads of chicken.
St Tropez West Village,4.7,73,Medio,"french, wine bar",Perfectly situated on one of the most charming streets in the West Village.... | a very nice French restaurant in the West Village.
Stage Door Deli,4.4,585,Bajo,"american, pizza",Food was mid with friendly staff | Pizza place is upstairs above the deli
Star on 18,4.3,149,Bajo,"american, diner",I had quesadillas and my son the burger. | Second visit to this diner (first time...
Starbucks Reserve,4.0,296,Medio,"american, cafe",The bathroom line was a bit long but I guess that’s expected for a Starbucks... | Spacious and unique menu items
Steak Frites Bistro,4.3,45,Medio,"french, european, wine bar",My hanger steak was perfectly medium ra... | Pretty good spot
Stella 34 Trattoria,4.0,1102,Medio,"italian, pizza, contemporary",Delicious Pizza | Great Service & Pasta 🍝
Sticky Rice,4.6,126,Medio,"asian, thai",Since I was at the lower east side I got lunch at Sticky Rice. I am never tired... | Great Authentic Thai Food
Stk Rooftop,1.5,4,No disponible,"american, steakhouse, bar, contemporary, pub",Pants - which is British English for terrible. | Avoid
Stone Street Tavern,3.9,197,Medio,"american, bar, pub",Stone Street Tavern is on Stone Street and has outside seating. Our lunch was... | ... spots on the historic Stone Street
Stout NYC,4.0,452,Medio,"american, irish, bar, pub","We were staying at the hotel located right across the street from stout... | Besides the food, the party is the thing"
Strip House Speakeasy,4.3,10,Muy Alto,"steakhouse, bar, pub","From cocktails, appetizers, main course to desert it was flawless and... | It's what's for dinner!"
Strip House Steakhouse,4.2,615,Muy Alto,"steakhouse, seafood",The sides were the star of the night Lobster Mac&Cheese and Creamed Spinach. | Great classic steakhouse
Sunac Natural Market,4.5,208,Medio,american,"You can eat Asian, Greek, Italian, Chinese, Mexican, grill, and the deli is to... | Great Deli Market with Great Food"
Sunday To Sunday,4.4,5,No disponible,"american, contemporary",Nice little spot | The best BLTA ever
Supper Restaurant,4.2,254,Medio,italian,I have spoken about it so much since being home ! Highly recommend! Cash only :) | ... and split a salad as an appetizer.
Sushi Damo Damo,3.9,327,Medio,"japanese, sushi",The restaurant was full of local customers who were enjoying sushi. Next time... | Nice Lunch
Sushi Nakazawa,4.3,317,Muy Alto,"japanese, sushi, asian","Recommend the truffle supplement, which I think was served on a piece of toro. | Amazing selection of sushi"
Sushi Ouji,4.3,3,Muy Alto,japanese,Average and expensive | Flavorful & creative Japanese omakase
Sushi Yasaka,4.4,283,Medio,"japanese, sushi","Unpretentious, affordable, clearly a local favorite. Sushi is excellent... | Friendly sushi place"
Sushi Yasuda,4.3,730,Muy Alto,"japanese, sushi, asian, healthy",I’d done a lot of research beforehand on this place and the sushi was amazing... | Good sushi
Sushi of Gari 46,4.2,362,Muy Alto,"japanese, sushi","... order Unagi (eel), Ororo (fatty tuna), Ebi (shrimp), Hamachi (yellow tail... | This was my first visit to this location..."
Sweet Chick,4.4,300,Medio,american,"I had buffalo chicken with waffles, it was wonderful. | Amazing Nashville Hot Chicken & Waffles..."
Sylvia's Restaurant,4.1,2189,Medio,american,"... with black-eyed peas and collard greens, all perfectly seasoned and full ... | Sylvia’s Restaurant is undisputedly the..."
TAO Downtown Restaurant,4.2,1631,Muy Alto,"asian, fusion, shanghai, hong kong","Tao is unlike any restaurant I've ever visited. The interior design is amazing... | ... satay of sea bass, tender and delic..."
TAO Uptown,4.1,3770,Muy Alto,"asian, shanghai, hong kong","The scallops were amazing as well, another must try. | I also really liked the duck egg rolls."
Tabata Japanese Restaurant & Yakitori Bar,4.2,153,Bajo,"japanese, sushi, soups",abata Japanese Restaurant Ramen and Yak... | Spicy Ramen and Noodles in MidTown
Table D'hôte,4.4,102,Medio,"french, european",This lovely little Upper East side spot is minsicule and classic. Wonderful... | Instead of salmon ordered cod.
Tacombi,4.2,195,Medio,"mexican, latin, central american",The tacos were absolutely delicious. Pulled pork and beef brisket were to die... | Comfortable neighborhood place
Tacombi Nolita,4.3,580,Medio,"mexican, latin, international, contemporary, central american",I love their tacos and vibe of the... | • Burritos & Margaritas •
Tacuba Hell's Kitchen Cantina Mexicana,4.2,217,Medio,mexican,I ate three tacos with a side of brussel sprouts and was full. The tacos aren't... | Buzzing trendy Mexican restaurant
Takumi Taco,4.5,109,Bajo,"mexican, japanese, fast food, asian","Japanese curry beef taco = superb! | Japanese-flavored tacos? Yes, please!"
Tamarind - Tribeca,4.4,776,Muy Alto,indian,Elegant Indian with great food and great service | Elegant and delicious
Tanner Smith's,4.4,483,Medio,"american, bar, pub",Fantastic bar and staff | Three visits in 3-1/2 days
Tap Haus 33,4.9,12,Medio,"american, bar, pub, dining bars, beer restaurants",Great food and beer! | Great spot for multiple occasions...
Tappo,4.2,289,Medio,"italian, bar, pizza, wine bar",Had the Mac and cheese.. best ever.. all pasta dishes were amazing lovely int... | The thin crust is simply heaven ! If this...
Tarallucci e Vino Union Square,4.2,228,Medio,italian,"Out of the many choices around Union Square, I highly recommend Tarallucci e... | ... lunch and the panna cotta was superb."
Tartine,4.2,223,Medio,"french, european","... from the daily offer or burrata…then either salmon, fig salad or clams…. | This place is a true treasure in the..."
Tasty Hand - Pulled Noodles,4.3,461,Bajo,"chinese, asian",Nice eating in the road. | Price was very good for food in NY.
Tavern on Jane,4.3,150,Medio,"american, bar, pub","We visited tavern on Jane twice in the end as it was nice food, excellent... | Solid west village pub food"
Tavern on the Green,4.0,3679,Muy Alto,"american, contemporary",My wife had the Cobb salad and it was delicious. | Our vegetarian pasta dish was the best...
Taverna East Village,4.3,176,Medio,"seafood, mediterranean, greek, wine bar, dining bars","Also, thumb down for higher prices comparing with 2 other locations in Astoria... | Great Food; Gruff Service"
Tavola,4.2,1039,Medio,"italian, pizza, sicilian",Risotto (specials*) especially! | Homely restaurant for lunch
Ted's Montana Grill,4.0,789,Medio,"steakhouse, american","Another one in our group had the bison chili nachos and we were all very plea... | ... and a bison burger, both were reall..."
Temple Court,4.4,298,Muy Alto,seafood,The dessert was fantastic. We got the baked alaska and it was delicious and a... | Raw meat delivered but handled very well by staff.
Tempura Matsui,4.5,51,Muy Alto,japanese,Best Tempura Omakase in the City | You could have the real Japanese style...
Terra,4.1,221,Medio,"italian, pizza, wine bar",It was a good setup for an afternoon business meeting. The place was not... | Terra
Tessa,4.3,337,Medio,"american, mediterranean",The bronzino was delicious and fresh. The mussels were good. The bread is nice... | ... and the tuna carpaccio was lovely.
Thai Villa,4.5,246,Medio,"asian, thai",the service was very prompt and staff were very polite. if people wants to have... | Food and atmosphere are amazing!
Thai72,4.5,62,Medio,thai,"I couldn’t resist, so I ordered the crispy duck, which was deliciousness in e... | Thai72 suffers from the same malady as..."
The Ainsworth - Midtown,3.3,72,Medio,"american, contemporary",Stayed at the Hilton garden inn for 4 days and enjoyed having drinks here after... | Friendly staff
The Alderman Nyc,4.8,30,Medio,"american, bar, pub",Hersi at the bar always took great care of us! | Great food and service
The Bao,4.2,132,Medio,"chinese, asian, szechuan, shanghai",The Kung Foo XLB soup dumplings were by far the best my wife and I have ever... | Great Dumplings
The Bar Downstairs And Kitchen,4.2,315,Medio,"american, bar",Cool place - I'd go again | The food is very good and the service is...
The Bar Room,4.3,158,Medio,"american, bar","What a find, and I found it in Trip Advisor. The photos made me go there on a... | Dark wood casual setting with a fun menu!"
The Bar at Baccarat Hotel,4.4,214,Muy Alto,french,Our experience at Baccarat Bar was memorable. We look forward to going back. | Nice afternoon tea
The Bazaar by José Andrés,4.2,13,Muy Alto,"american, sushi, spanish, japanese, steakhouse",... surrounded by a cloud of cotton candy. | Memorable Foodie Experience.
The Boil,4.4,212,Medio,"american, cajun & creole, seafood","I ordered the lobster and crawfish combo, but substituted the crawfish for... | The Boil comes to Brooklyn"
The Brindle Room,3.9,181,Medio,"american, contemporary","After dinner, chef sent over a couple of delicious hot donut holes (w/powdered... | We sat in a booth, a the little wall le..."
The Bronze Owl,4.0,2,No disponible,"bar, pub, wine bar, gastropub",Relaxed and Easy! | Disappointing visit back to the Bronze Owl
The Butcher's Daughter,4.1,817,Medio,"american, cafe, healthy","... for anyone, but especially for the gluten free, dairy free, or vegan crew. | Plant-based lunch well pitched"
The Capital Grille,4.5,979,Muy Alto,"american, steakhouse, seafood, wine bar",We had a half dozen of blue point oysters ($23) and they were very good. | ... spinach and lobster Mac ‘n Cheese.
The Clam,4.5,194,Medio,seafood,"We had oysters, clam chowder, lobster slider, lobster hash and halibut. | Dependable classic"
The Consulate Midtown,4.7,171,Medio,"french, steakhouse, seafood, contemporary","... with cavatelli pasta, my wife chose... | Mouth watering food and drinks"
The Crooked Knife,4.3,297,Medio,"american, irish, bar, international, pub",Visited during our stay in New York. We found this restaurant on the way back... | Good food
The Crosby Bar,4.2,221,Medio,international,It’s not easy to find a good place for afternoon tea outside of the UK. Add the... | Bathrooms are a Long Walk Downstairs from the Bar
The Dawson,4.4,23,Medio,"american, bar, contemporary","Where Hipsters Meet Their Trust Funds | Decent pub, great service"
The Dead Rabbit,4.4,1441,Medio,"american, irish, bar, pub",I was visiting the Fraunces Tavern Museum today and remembered. Dead Rabbit is... | Great pub
The Drunken Munkey,4.3,129,Medio,indian,"Unlike other Indian restaurants, Drunken Monkey is professionally run. The wait... | A mix between Indian restaurant and cocktail bar"
The Dutch,4.1,889,Medio,"american, seafood, contemporary","The food was good, portions enough to fill us up. We enjoyed dining at the... | ... but also had a salad before hand."
The Edge Harlem,4.4,101,Medio,"american, caribbean, bar, jamaican","Quiet street, outdoor seating, friendly server, great menu and drinks. We had... | British & Jamaica Combo"
The Egg Shop,4.3,323,Medio,"american, cafe","The food was AMAZING. Husband had one of the bowls the first time we visited, I... | Lovely place and good food"
The Flame Diner,4.1,211,Bajo,"american, greek",This was just around the corner from our hotel so we had breakfast here every... | A Reliable Breakfast
The Flatiron Room Murray Hill,4.3,132,Muy Alto,"american, pub, gastropub","The salmon was really good and the burger was pretty good, and we all loved t... | ... Treat to the Flatiron Room Murray Hill"
The Flatiron Room NoMad,4.3,216,Medio,"american, bar","The menu for whiskey is the size of a small novel. If you are a whiskey... | Relaxed, Dark, Sexy Spot"
The Food Emporium,4.2,413,Medio,american,Perfect location one block from hotel we stayed at (and one block from... | Very nice store with a huge selection of everything.
The Greek Tribeca,4.4,127,Medio,"mediterranean, greek","What a gem, unlike the high-end midtown Greek restaurants, The Greek in Tribeca... | Feels Authentic"
The Grey Dog (Chelsea),4.3,298,Medio,american,"Now, the food. Flavorful, plentiful, and served right off the grill. We had the... | Great food and good paintings"
The Grey Dog (Nolita),4.5,587,Medio,american,The Grey Dog is close to old St. Patrick's Cathedral in Little Italy. The food... | ... and I ordered the avocado on toast.
The Grey Dog (Union Square),4.3,197,Medio,american,I got the Grey Dog breakfast with avocado. It was delicious. The restaurant was... | ... with home fries; I went for the Mex...
The Grey Dog (West Village),4.5,83,Medio,american,"Our first family meal out in Manhattan and the Grey Dog was a great choice. A... | Delicious, warm, friendly, relaxed"
The Grill,4.1,185,Muy Alto,"american, steakhouse","We began with the delicious house chopped salad, followed by the Colorado lam... | The best Steak in NYC"
The Half Pint,4.1,146,Medio,"american, bar, pub",Make sure you stop there and eat. Do not pass this place up. Next to Washington... | Great pub
The Harold,4.2,936,Medio,"french, american, gastropub","This time, instead of a cheeseburger, I ordered a salmon burger and it was go... | Great service and food"
The Horny Ram,4.5,77,Medio,"american, bar, pub",chill bar with character | We had fun bar music playing.
The Irish American Pub,4.1,337,Medio,"irish, international",Fish and chips were a hit! | Good Reuben sandwich and shepherds pie.
The Ivory Peacock Bar,4.8,16,Muy Alto,"french, japanese, bar, international, pub",The perfect spot for a few drinks with friends! | Great experience with friends
The Jeffrey Craft Beer Bar and Bites,4.5,106,Medio,"american, bar, pub","Good vibe, comfortable and reasonable prices. Bar top is hammered copper for a... | Delicious beer and good atmosphere"
The Junction,4.5,130,Bajo,"irish, bar, pub, gastropub",Great Irish Bar with amazing staff | The start is this bar is the staff.
The Kati Roll Company,4.2,233,Bajo,"indian, fast food, asian",we all love katiroll this time they have rice. | I love the tea at Kati roll company. The...
The Keg Room,4.2,873,Medio,"american, irish, bar, pub",Food was outstanding—had burger one night and wings the next—-my wife had the... | Experience an Authentic Irish Pub
The Lambs Club,4.1,968,Muy Alto,"american, contemporary","Both were excellent, the salad was fresh and crisp with a nice blend of sweet... | A Find in the Theater District"
The Landmark Tavern,4.4,418,Medio,"irish, european, central american",And there landmark ale was fresh and awesome. All and all great place! Thank... | ... with a burger & fries + fish & chips.
The Leopard at des Artistes,4.4,329,Muy Alto,italian,"One of the most charming places with privacy and gorgeous lighting, dining al... | I ordered the RAGU NAPOLETANO, which wa..."
The Liberty,4.0,149,Medio,"american, gastropub","The creme brulee was enjoyed each time by my gluten free husband. | Our server, Sarah, was very friendly and..."
"The Living Room, Park Hyatt NYC",4.1,10,Muy Alto,"american, bar, contemporary, pub","The bar has a fabulous view, with Carnegie Hall and the Russian Tea Room across... | Mid-town Mug"
The Long Room,4.1,508,Medio,"american, irish, bar, gastropub","Long Room - or should it really be Lounge room, and a place to gather! | Recommended by a City resident we decided..."
The Malt House,4.3,140,Medio,"american, bar, pub",Love the food and local craft beer; love the people more! By far my favorite... | Nice place for some beer and a bite to eat!
The Malt House FiDi,4.2,276,Medio,"american, bar, pub","We had the buttermilk chicken bites, wings, rosemary fries, and cheese curds... | Great find in lower Manhattan"
The Mean Fiddler,4.5,1179,Medio,"irish, bar, pub",Great bar/restaurant just off Times Square | Worthy of a Pint or Two!
The Meatball Shop - Hell's Kitchen,4.4,1131,Medio,italian,"Meatballs are really great, the best I ever had! Excellent service, great... | ... the OG meatball hero with side salad."
The Mermaid Inn,4.3,382,Medio,"american, seafood","Clam chowder was relatively salty, taco was crispy shell but again, extremely... | ... avocado, calamari, etc. Place can g..."
The Met Dining Room,4.2,307,Muy Alto,"american, contemporary",Special upscale lunch at the Metropolitan Museum of Art | The location of this restaurant is great...
The Modern,4.6,2192,Muy Alto,"american, contemporary",Particularly liked my lobster and artichoke main dish and my husband loved hi... | ... Possible NYC Tasting Menu Choice
The Musket Room,4.4,348,Muy Alto,"international, contemporary, dining bars",I booked the Musket room to celebrate my wedding anniversary. I was excited to... | Have you ever tasted Pavlova?
The National Bar & Dining Rooms,3.9,1062,Medio,"american, bar",We wanted to take the family for dinner to a restaurant near our hotel (Fifty... | Valentine's Day Special Menu Review
The Odeon,4.2,545,Medio,french,"Our server was on summer break from Brown, and another server we spoke with was... | 30 years later!!!!"
The Palm - New York,4.2,703,Muy Alto,"italian, steakhouse, seafood","... beautifully balanced, with tender clams clinging lovingly to every silky ... | Great lunch in theater district."
The Palm Court,3.7,1335,Muy Alto,"american, european",Afternoon Tea at The Palm Court is one of my favorite things to do in NYC and... | Lovely mostly
The Paris Café,4.3,356,Medio,"french, american, bar, gastropub","The Tuna Tatare, Buffalo Wings, the Avocado Sandwich, and the American in Par... | Shrimp scampi"
The Penrose,4.1,125,Medio,"american, bar, pub, gastropub",The restaurant is also close to The Met and it’s a quick walk to grab a bite to... | Date night...gone pricey
The Perfect Pint,4.3,1365,Medio,irish,Nice beer selection | Food and ambiance nice. Service average most likely due to automatic addition of gratuity.
The Pickle Guys,4.5,110,Bajo,american,Ask for a sample or ten...then buy what you like. Very friendly guys with a lot... | It’s a brine-soaked love letter to Jewi...
The Polo Bar,4.4,681,Muy Alto,american,Would recommend. Look at the prices before you go | Pretends to be something it clearly is not
The Ragtrader & Bo Peep Cocktail and Highball Store,4.4,204,Medio,"american, bar","This is a speakeasy type bar with a hidden entrance to the inside right of the... | My salmon was very dry, even though I s..."
The Ready Cantina,2.1,8,No disponible,bar,Trying too hard to be cool | A very poor experience
The Red Flame Diner,4.1,2489,Bajo,"american, diner","Excellent Diner near the Theater District! | In the center of Manhattan, welcoming..."
The Ribbon,4.0,281,Medio,"french, american, contemporary","Ice cream and coffee for dessert were also really tasty. This location is close... | okay food, okay service"
The Rum House,4.1,600,Medio,"bar, pub","... with people like some of the bars right on it tend to be, it’s close enou... | Quality: Awesome! The drinks are on..."
The Skylark - Rooftop Bar,4.3,399,Medio,"american, bar",I’m glad I made a reservation at Skylark! I had on my reservation it was a... | Best find in New York City
The Smith,4.3,503,Medio,american,My partner chose for his main the pot of mussels and what a pot it was like a... | ... buy some ‘home’ fries which were de...
The Standard Biergarten,4.2,455,Medio,"german, bar, pub","Spaces where you can read, and... | Good place for beer on tap"
The Standard Grill,4.2,2075,Medio,"american, bar",... the banana pudding or the apple crisp. | Very good weekend brunch menu items available near Whitney Museum
The Tailor Public House,4.2,118,Medio,"american, bar, international, pub",I did return to the Tailor Public House for another meal and had the Lobster... | Great pub
The Three Monkeys,4.3,695,Medio,"american, bar, pub, gastropub","Great drinks, a great view | Great Bar, Warm Welcome"
The Times Eatery,4.3,63,Medio,"american, cafe, deli, contemporary",Best bagels and coffe! | Great for breakfast to sit in or take...
The View,3.8,5742,Muy Alto,american,Dessert for me Peaches and Cream and John ordered the New York Cheesecake. | Second course - lobster risotto is 9/10.
The Wild Son,4.7,60,Medio,american,"The food, hip vibe, and decor of this place were wonderful, but it was... | Great food and service"
Thursday Kitchen,4.6,76,Medio,"international, asian, korean, fusion",Glowing cocktails served in clear squeeze-pouches add to the playful vibe... | Our best food experience in NYC so far!
Thyme & Tonic,4.0,251,Medio,"american, healthy","Mostly vegan, absolutely kosher | Really good brunch menu on a Sunday. Gluten Free & Kosher!"
Tia Pol,4.3,252,Medio,"spanish, wine bar",Return visit to this great little place for tapas. The staff is friendly... | Nice little Spanish restaurant
Tick Tock Diner NY,3.8,4182,Medio,"american, diner","This diner is attached to the New Yorker Hotel. The service from the staff here... | Great diner, good service, big portions..."
Tim Ho Wan East Village,4.0,212,Medio,"chinese, asian, cantonese, taiwanese, hong kong",Their menu was a bit more limited and not as extensive as a traditional dim sum... | Good lunch in East Village
Times Deli Cafe,4.1,177,Bajo,"american, fast food, deli",Very good sandwiches and bagels for breakfast. A few small tables for dining... | Great Value Coffee and Sandwiches in Mi...
Times Square Diner,4.4,2537,Bajo,"american, diner","So good we are going back tomorrow for breakfast. The staff and atmosphere was... | ... Stack, Eggs Benedict and Omelettes."
Tiny's & The Bar Upstairs,4.2,282,Medio,"italian, european, contemporary","What a wonderful find amidst the bustle of Tribeca. If you love an old, three... | Tiny, cool and friendly"
Tokyo Record Bar,4.0,14,Medio,"japanese, bar, contemporary, pub",You start by entering the Champagne Bar upstairs before your seating. It's a... | fun for days. literally open 7 days now!
Toledo Restaurant,4.3,93,Muy Alto,spanish,"great paella, couldn't find better even in spain . garlic shrimp brilliant... | Great Food in an empty restaurant"
Toloache,4.4,120,Medio,"mexican, latin",But after a few years we decided to give the Thompson Street Toloache a try... | Good
Toloache Upper East Side,4.3,186,Medio,mexican,TOLOACHE is the best Mexican restaurant in nyc. I love this place. Guacamole... | The server said tacos were appetizer si...
Tomino - Taberna Gallega,4.6,270,Medio,"mediterranean, spanish, wine bar",An unexpected Spanish gem in Little Italy/Chinatown! | Great Tapas on Grand Street NYC
Tommy Bahama Restaurant & Bar,4.4,552,Medio,"american, seafood, contemporary, gastropub","Love the coconut shrimp | Good food, nice atmosphere"
Tonchin,4.6,104,Medio,"japanese, asian","Started with Green Lemonade, Yuzu lemonade and the Wings. | Great Ramen and Ice Cream"
Tony's Di Napoli,4.4,6787,Medio,"italian, steakhouse, seafood",This was our favorite meal in NYC. We have never done family style Italian... | best meatballs ever !
Top Hops,4.6,103,Medio,"american, bar, pub","This place provided a relaxing place to watch a baseball game and drunk winery... | Beer heaven, and then some"
Topaz Thai Restaurant,4.1,747,Medio,thai,"Had the papaya salad, pineapple fried rice and massaman curry and every dish... | This place has the best thai food and..."
Toscana 49,4.4,820,Medio,italian,"Had the steamed mussels, caesar salad, grilled calamari, spicy chicken, a gla... | My wife's salmon was perfectly prepared..."
Totto Ramen,4.3,1137,Bajo,"japanese, asian, soups",Tasteful and affordable | Good one
Townhouse Diner,4.6,78,Bajo,"american, diner",Stopped in on a Saturday morning on way to midtown tunnel. People moving about... | Townhouse Diner - the perfect diner oasis
Trademark Bar + Kitchen,4.3,196,Medio,"american, bar",The wild mushroom ravioli were delicious as was the other pasta dish. | ... spot for delicious and eclectic menu
Trader Joe's,4.4,137,Medio,american,Most of their product is great with cute design and reasonable price. Our... | Lunch Food Products
Trapizzino New York,4.3,46,Bajo,"italian, wine bar",Also being New Zealand wine snobs we found the price and quality of wine in New... | great for a quick tasty lunch
Trattoria Bianca,4.0,340,Medio,italian,"The restaurant is by the lobby of The New Yorker Hotel, accesible from the... | ... My son has calamari as a starter an..."
Trattoria Dell'Arte,4.2,2009,Medio,italian,"Artichoke appetizer, pepperoni chicken ,chicken milanese, and eggplant parm. | Nice place average food"
Trattoria Italienne,4.7,66,Muy Alto,"italian, french, european","Service throughout our meal was spectacular with the very charming Eric... | Excellent food, wine and service"
Trattoria Pesce Pasta,4.5,230,Medio,"italian, seafood, mediterranean","Cute place get the fish or pasta, not veal chop | My husband and I had the Sea Bream in a..."
Trattoria Trecolori,4.4,2921,Medio,"italian, seafood",Theater district gem | Late night pasta
Tribeca Grill,4.1,1230,Muy Alto,"steakhouse, grill","We ate at the Tribeca as a treat for our last night. We were very impressed... | it's cold out, and you want a nice meal out with friends"
Trinity Place,4.3,408,Medio,"american, bar, international, european, contemporary",The restaurant is located in an old bank vault. You can still see the old vault... | A bar hidden inside an old bank from th...
Trump Tower Bar and Grill,3.8,492,Medio,"american, bar","The salad had diced tomatoes, cucumbers, red onions, Mediterranean cured oliv... | We found our way to Trump Tower by..."
Turco Mediterranean/Turkish Grill,4.2,118,Bajo,"fast food, mediterranean, turkish, middle eastern",A nice low key dinner | Light and Filling
